,b'NEWCASEID',b'Q1',b'Q2',b'Q3_A',b'Q3_B',b'Q3_C',b'Q3_D',b'Q4',b'Q5',b'Q6_A',b'Q6_B',b'Q6_C',b'Q6_D',b'Q6_E',b'Q8',b'Q9A',b'Q9B',b'Q9C',b'Q10',b'Q11',b'Q12',b'OFTVOTE',b'SNS',b'PARTY',b'PARTYLN',b'IDEO',b'SEX',b'MARITAL',b'Q16',b'Q17_A',b'Q17_B',b'Q17_C',b'Q17_D',b'Q17_E',b'Q17_F',b'Q17_G',b'Q24',b'Q25',b'QR2',b'LGBT',b'Q27',b'Q31',b'Q32',b'Q32A_Codes',b'Q32A_posOE1',b'Q32A_posOE2',b'Q32A_posOE3',b'Q32A_posOE4',b'Q32A_negOE1',b'Q32A_negOE2',b'Q32A_negOE3',b'Q33_A',b'Q33_B',b'Q33_C',b'Q33_D',b'Q39',b'Q40',b'Q41',b'Q42',b'Q44',b'Q44new_OE1',b'Q44new_OE2',b'Q44new_OE3',b'q44aNEW',b'q44compNEW',b'Q44B',b'Q44C',b'Q45',b'Q45new_OE1',b'Q45new_OE2',b'Q45new_OE3',b'q45aNEW',b'q45compNEW',b'Q45B',b'Q45C',b'Q46',b'q46aNEW',b'q46compNEW',b'Q47',b'q47aNEW',b'q47compNEW',b'Q48',b'Q49',b'q52oe_1',b'q52oe_2',b'q52oe_3',b'Q53',b'Q54',b'Q55',b'Q56_A',b'Q56_B',b'Q56_C',b'Q56_D',b'Q56_E',b'Q56_F',b'Q56_G',b'Q63_A',b'Q63_B',b'Q63_C',b'Q63_D',b'Q63_E',b'Q63_F',b'Q64_OE1',b'Q64_OE2',b'Q64_OE3',b'Q65_A',b'Q65_B',b'Q65_C',b'Q65_D',b'Q65_E',b'Q66_A',b'Q66_B',b'Q66_C',b'Q66_D',b'Q66_E',b'Q66_F',b'Q67',b'Q68',b'Q70',b'Q71',b'Q72',b'Q73',b'Q74',b'Q80_A',b'Q80_B',b'Q80_C',b'Q80_D',b'Q80_E',b'Q80_F',b'Q80_G',b'Q82_A',b'Q82_B',b'Q82_C',b'Q82_D',b'Q82_E',b'Q82_F',b'Q83_A',b'Q83_B',b'Q83_C',b'Q83_D',b'Q83_E',b'Q83_F',b'Q84',b'Q85',b'Q85a',b'Q86',b'Q87',b'Q88',b'Q89',b'Q90',b'Q92',b'Q93',b'Q94',b'Q95',b'Q96',b'EMPLOY2',b'Q98',b'Q99',b'Q102A',b'Q102B',b'Q102C',b'Q102D',b'USBORN',b'religNEW',b'CHR',b'BORN',b'ATTEND',b'IMP',b'REG',b'INCOME',b'ppagecat',b'PPEDUCAT',b'PPETHM',b'PPHHHEAD',b'PPHHSIZEnew',b'PPT017',b'PPMSACAT',b'PPRENT',b'PPNET',b'weight',b'duration'
899,900.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,4.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,6.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,,1.0,5.0,3.0,1.0,-1.0,-1.0,,,,,,,,2.0,3.0,4.0,16.0,,17.0,17.0,1.0,,,,,1.0,1.0,3.0,1.0,,,,,1.0,1.0,3.0,1.0,,1.0,2.0,,2.0,1.0,2.0,99.0,,,2.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,42.0,,,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,,3.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,,3.0,,,,,2.0,,,,3.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,6.0,4.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.2119,29.0
900,901.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,-1.0,2.0,-1.0,2.0,3.0,-1.0,-1.0,1.0,2.0,2.0,1.0,,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,,1.0,4.0,2.0,2.0,-1.0,,,,,-1.0,,,,1.0,2.0,4.0,12.0,,14.0,16.0,1.0,,,,,1.0,1.0,1.0,2.0,3.0,,,,2.0,,,3.0,1.0,3.0,3.0,1.0,3.0,1.0,-1.0,1.0,,,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,997.0,,,1.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,,2.0,3.0,2.0,-1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,,,2.0,,2.0,,2.0,,2.0,,2.0,2.0,2.0,1.0,1.0,1.0,-1.0,2.0,1.0,2.0,,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,1.2171,9.0
901,902.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,3.0,2.0,3.0,2.0,2.0,,3.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,,3.0,4.0,4.0,3.0,-1.0,,,,,,,,3.0,3.0,,3.0,23.0,,23.0,23.0,1.0,,,,,1.0,2.0,3.0,1.0,,,,,1.0,1.0,3.0,1.0,,1.0,1.0,,1.0,1.0,1.0,99.0,,,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,42.0,,,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,,3.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,,,1.0,2.0,,2.0,,1.0,4.0,,,2.0,2.0,1.0,2.0,1.0,4.0,2.0,,2.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,0.0,1.0,2.0,0.0,1.2273,44.0
902,903.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,,5.0,2.0,6.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,4.0,2.0,,3.0,2.0,3.0,1.0,,5.0,,,,,,,2.0,2.0,,2.0,18.0,,21.0,22.0,2.0,3.0,,,,2.0,,,2.0,3.0,,,,2.0,,,2.0,,2.0,2.0,,2.0,1.0,2.0,4.0,,,3.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,999.0,,,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,,1.0,,,2.0,,,,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,3.0,4.0,0.0,5.0,1.0,1.0,1.0,1.0,1.2295,16.0
903,904.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,,4.0,1.0,6.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,2.0,1.0,2.0,1.0,,1.0,5.0,,,,,,1.0,,1.0,2.0,9.0,,17.0,22.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,3.0,1.0,,1.0,1.0,,1.0,1.0,1.0,2.0,6.0,1.0,2.0,2.0,2.0,1.0,-1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,9.0,42.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,,3.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,,,,,2.0,,,,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,,,5.0,4.0,1.0,3.0,3.0,4.0,5.0,0.0,2.0,0.0,1.0,2.0,1.0,1.2322,45.0
904,905.0,1.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,4.0,1.0,6.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,,2.0,1.0,2.0,1.0,,1.0,7.0,,,,,,1.0,,1.0,1.0,13.0,,14.0,36.0,2.0,,,,,3.0,,,2.0,1.0,,,,2.0,,,3.0,1.0,3.0,1.0,,1.0,1.0,1.0,2.0,6.0,,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,7.0,96.0,6.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,,,,,2.0,,,,,3.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,5.0,3.0,1.0,5.0,5.0,4.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.2327,25.0
905,906.0,2.0,2.0,4.0,4.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,,1.0,2.0,1.0,,1.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,,3.0,1.0,5.0,1.0,,1.0,,,,,,,4.0,4.0,,4.0,45.0,,45.0,-99.0,2.0,2.0,,,,2.0,,,2.0,2.0,,,,2.0,,,2.0,,2.0,3.0,1.0,3.0,2.0,4.0,97.0,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,999.0,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,,3.0,1.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,,,1.0,,1.0,,1.0,2.0,2.0,,,1.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,,2.0,4.0,1.0,1.0,6.0,4.0,4.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.2342,37.0
906,907.0,1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,,3.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,,2.0,1.0,5.0,3.0,-1.0,,,,,,,,2.0,,3.0,3.0,12.0,,26.0,26.0,1.0,,,,,1.0,2.0,3.0,2.0,99.0,,,,2.0,,,2.0,,2.0,3.0,1.0,3.0,1.0,1.0,99.0,,,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,999.0,,,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,,1.0,,1.0,,,2.0,,,,2.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,,2.0,3.0,2.0,1.0,5.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.2553,9.0
907,908.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,,4.0,2.0,6.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,,1.0,5.0,3.0,3.0,-1.0,,,,,,,,,2.0,2.0,4.0,23.0,,25.0,25.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,3.0,3.0,1.0,3.0,1.0,,1.0,1.0,1.0,2.0,6.0,,2.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,42.0,,,3.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,,2.0,,,2.0,,,,3.0,1.0,1.0,2.0,2.0,-1.0,1.0,2.0,1.0,4.0,1.0,2.0,5.0,2.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.2554,32.0
908,909.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,,4.0,2.0,2.0,,2.0,3.0,2.0,1.0,2.0,1.0,3.0,4.0,2.0,,3.0,1.0,4.0,3.0,-1.0,,,,,,,,2.0,3.0,,3.0,13.0,,50.0,50.0,2.0,1.0,,,,2.0,,,2.0,1.0,,,,2.0,,,2.0,,2.0,2.0,,2.0,1.0,3.0,5.0,,,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,67.0,,,1.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,,3.0,1.0,1.0,,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,,,2.0,1.0,2.0,2.0,,,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,,5.0,4.0,1.0,4.0,5.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.2654,15.0
909,910.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,-1.0,3.0,2.0,2.0,1.0,1.0,2.0,,3.0,2.0,6.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,,1.0,3.0,3.0,1.0,,1.0,,,,,,,,1.0,1.0,3.0,26.0,,-1.0,-1.0,2.0,,,,,3.0,,,2.0,,,,,3.0,,,3.0,3.0,2.0,1.0,,1.0,1.0,2.0,1.0,7.0,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,42.0,,,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,3.0,3.0,1.0,,2.0,2.0,4.0,4.0,1.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,,2.0,,,2.0,,,,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,,2.0,2.0,1.0,1.0,4.0,5.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.2672,15260.0
910,911.0,2.0,1.0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,4.0,1.0,4.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,,2.0,1.0,4.0,3.0,-1.0,,,,,,,,2.0,,2.0,3.0,12.0,,22.0,20.0,1.0,,,,,1.0,1.0,3.0,1.0,,,,,1.0,1.0,3.0,1.0,,1.0,3.0,1.0,3.0,1.0,1.0,10.0,9.0,,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,999.0,,,2.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,,1.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,,,,,,2.0,,,,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,,,6.0,4.0,1.0,1.0,2.0,4.0,5.0,1.0,1.0,0.0,1.0,2.0,1.0,1.2677,28.0
911,912.0,2.0,1.0,2.0,3.0,4.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,,4.0,1.0,6.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0,,2.0,1.0,2.0,1.0,,1.0,,,,,,,2.0,,4.0,3.0,5.0,,17.0,17.0,1.0,,,,,1.0,2.0,1.0,1.0,,,,,1.0,2.0,3.0,1.0,,1.0,3.0,1.0,3.0,1.0,1.0,3.0,,,2.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,998.0,,,2.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,,1.0,,1.0,,,2.0,,,,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,,,6.0,4.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.268,20.0
912,913.0,-1.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,-1.0,1.0,1.0,1.0,1.0,2.0,,4.0,1.0,2.0,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,,2.0,1.0,1.0,1.0,,1.0,,,,,,,1.0,,1.0,1.0,10.0,,12.0,20.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,1.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,,3.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,42.0,,,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,,1.0,2.0,2.0,-1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,2.0,,-1.0,,3.0,1.0,2.0,-1.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,,6.0,4.0,1.0,5.0,2.0,4.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.2693,10.0
913,914.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0,1.0,2.0,,3.0,2.0,6.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,,1.0,5.0,2.0,3.0,-1.0,,,,,,,,,2.0,2.0,3.0,10.0,,10.0,13.0,2.0,98.0,,,,2.0,,,2.0,98.0,,,,2.0,,,3.0,1.0,3.0,2.0,,2.0,1.0,1.0,99.0,,,1.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,999.0,,,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,,,,,2.0,,,,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,2.0,4.0,3.0,2.0,3.0,1.0,2.0,4.0,0.0,5.0,1.0,1.0,1.0,1.0,1.2776,15.0
914,915.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,,5.0,1.0,1.0,,1.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,2.0,,3.0,2.0,4.0,3.0,-1.0,,,,,,,,2.0,2.0,,3.0,55.0,,55.0,55.0,2.0,2.0,,,,2.0,,,2.0,2.0,,,,2.0,,,2.0,,2.0,2.0,,2.0,1.0,3.0,1.0,,,3.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,998.0,,,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,,3.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,,2.0,,1.0,,1.0,2.0,2.0,,,3.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,3.0,3.0,1.0,5.0,5.0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.2798,13.0
915,916.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,1.0,6.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,,2.0,1.0,3.0,3.0,-1.0,,,,,,,,1.0,,1.0,1.0,5.0,,17.0,17.0,1.0,,,,,1.0,1.0,1.0,2.0,,,,,3.0,,,1.0,,1.0,3.0,1.0,3.0,1.0,1.0,1.0,12.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,80.0,90.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,2.0,,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,,3.0,,,,,2.0,,,,2.0,4.0,,,2.0,1.0,1.0,2.0,1.0,3.0,,,5.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.2942,28.0
916,917.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,,4.0,2.0,6.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,,3.0,4.0,4.0,3.0,-1.0,,,,,,,,1.0,2.0,,2.0,20.0,,37.0,39.0,1.0,,,,,1.0,1.0,2.0,1.0,,,,,1.0,1.0,3.0,1.0,,1.0,1.0,,1.0,1.0,4.0,97.0,,,2.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,999.0,,,2.0,1.0,3.0,3.0,3.0,-1.0,3.0,-1.0,-1.0,3.0,-1.0,2.0,,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,,,,,1.0,1.0,,1.0,,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,5.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.2995,19.0
917,918.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,,3.0,2.0,1.0,,2.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,,3.0,2.0,3.0,1.0,,5.0,,,,,,,3.0,3.0,,2.0,13.0,,22.0,22.0,1.0,,,,,1.0,2.0,3.0,1.0,,,,,1.0,2.0,3.0,2.0,,2.0,2.0,,2.0,1.0,2.0,4.0,,,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,999.0,,,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,-1.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,,1.0,,1.0,,1.0,2.0,2.0,,,4.0,,,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,6.0,3.0,1.0,7.0,4.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.3051,23.0
918,919.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,,3.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,,3.0,1.0,5.0,3.0,-1.0,,,,,,,,4.0,4.0,,4.0,15.0,,18.0,19.0,1.0,,,,,1.0,2.0,3.0,2.0,2.0,,,,2.0,,,1.0,,1.0,1.0,,1.0,1.0,1.0,2.0,3.0,,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,122.0,44.0,,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,,3.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,3.0,-1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,,1.0,,,1.0,1.0,,1.0,,4.0,,,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,5.0,4.0,1.0,2.0,3.0,3.0,4.0,1.0,3.0,1.0,1.0,2.0,1.0,1.3134,1245.0
